Property Reference Number,Full Property Address,Primary Liable party name,Analysis Code,Account Start Date,Current Rateable Value
177503937710,"133, Highland Road, Southsea, Hants, PO4 9EY",Form And Function Regeneration Uk Cic,CS,01/03/2021,5100
177500958220,"Unit 1 Voyager Park South, Portfield Road, Portsmouth, PO3 5GF",Formaplex Technologies Limited,IF,08/07/2021,880000
177509787310,"Unit 2, Access Point, Northarbour Road, Portsmouth, PO6 3TE",Formaplex Technologies Limited,IF,08/07/2021,257500
177510067810,"Unit 7k, The Pompey Centre, Dickinson Road, Southsea, Hants, PO4 8ER",Formula One Autocentres Ltd,CW,20/09/2003,63500
177590106810,"Fort Southwick, James Callaghan Drive, Portsmouth, PO17 6AR",Fort Southwick Co Ltd,CO,14/07/2003,2100
177509796610,"Unit 10, Enterprise Centre, Quartremaine Road, Portsmouth, PO3 5QT",Fortitude Health Ltd,IF3,01/01/2021,7700
177507075810,"29, St Vincent Road, Southsea, Hants, PO5 2QR",Fortress Group Limited,CW3,28/09/2018,14500
177507274710,"Unit 24, Challenge Enterprise Centre, Sharps Close, Portsmouth, PO3 5RJ",Forward Control (Uk) Ltd,IF3,01/04/2010,10000
177509878910,"S33, Central Building, Gunwharf Quays, Portsmouth, PO1 3TU",Fossil (Uk) Ltd,CS,13/10/2014,69500
177509879610,"S47, Central Building, Gunwharf Quays, Portsmouth, PO1 3TU",Fossil (Uk) Ltd,CS,27/04/2012,85000
177508536410,"The Marina, Whale Island Way, Portsmouth, PO2 8EB",Fountain Lake Angling Club,CL2W,22/04/1997,28000
177506538510,"Blueprint 2000, Portfield Road, Portsmouth, PO3 5FJ",Fowler Welch Limited,CW,01/03/2013,175000
177502880410,"Unit 5, Fitzherbert Spur, Portsmouth, PO6 1TT",Francis Sheet Sales (Southern) Ltd,CW,01/04/1994,29750
177510222220,"Unit 1, Quadra Point, Sharps Close, Portsmouth, PO3 5PL",Fraser Freight Ltd,CW,07/03/2005,167000
177509040310,"Suite B, The Old Treasury, 7, Kings Road, Southsea, Hants, PO5 4DJ",Fratelli Beretta Uk Limited,CO,18/12/2015,9500
177505731910,"Car Park At, Cornwall Road, Portsmouth, PO1 5AR",Fratton Car Centre Ltd,CX,02/10/2014,14750
177507996010,"Community Centre, Trafalgar Place, Portsmouth, PO1 5JJ",Fratton Community Association,LC3,01/04/1990,21000
177502972710,"13a, Fratton Road, Portsmouth, PO1 5AB",Fratton Travel Limited,IF3,20/12/2019,6300
177512098610,"Unit S91, Market Square, Gunwharf Quays, Portsmouth, PO1 3FB",Fred Perry Ltd,CS,14/05/2018,84000
177505984830,"First Floor Unit 4, Acorn Business Centre, Northarbour Road, Portsmouth, PO6 3TH",Freedom To Insure Limited,CO,13/12/2019,24000
177510111310,"Suite 315, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Freejam Limited,CO,25/10/2021,10500
177512304910,"Office 36, Block A, Port Way, Port Solent, Portsmouth, PO6 4TZ",Freestone Jacobs Limited,CO,15/01/2021,3750
177509861110,"C3-C5, Railway Triangle, Walton Road, Portsmouth, PO6 1TW",Freight Transport Ltd,CW,24/05/2000,119000
177511902110,"S56a, East Building, Gunwharf Quays, Portsmouth, PO1 3TX",French Connection Ltd,CS,11/06/2012,121000
177512120710,"F16, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Fresh Start Psychological Services Ltd,CO,01/07/2021,850
177509936610,"S81, Central Management Suite, Gunwharf Quays, Portsmouth, PO1 3TZ",Freshstores Ltd,CS,06/02/2003,73000
177506947920,"Units 1 & 2, Robinson Way, Portsmouth, PO3 5SA",Frictec Ltd,CW,01/02/2011,45250
177505801010,"Unit D3 And D4 , Portfield Road , Portsmouth   , PO3 5GQ",Fridge Spares Wholesale Ltd,IF,20/12/2019,79000
177503816110,"48b, High Street, Cosham, Portsmouth, PO6 3AG",Friends Fighting Cancer,CS,25/05/2017,12000
177504940410,"89, London Road, Portsmouth, PO2 0BN",Friends Of The Animals,CS,01/05/2007,9800
177507809110,"Ground Floor, 20, Tangier Road, Portsmouth, PO3 6JL",Friends United Spice Ltd,CS,01/11/2019,7100
177510835610,"S5 South Gallery, All Saints Church, Commercial Road, Portsmouth, PO1 4BT",Friends Without Borders,CO,01/01/2007,810
177505984510,"Unit 1, Acorn Business Centre, Northarbour Road, Portsmouth, PO6 3TH",Frontline Communications Group Ltd,CO,13/01/2014,43500
177500828310,"13, Broad Street, Portsmouth, PO1 2JD",Fry & Kent Limited,CS,20/07/2009,7200
177503563610,"139, Havant Road, Portsmouth, PO6 2AA",Fry & Kent Limited,CS,20/07/2009,11500
177507576710,"7-9, Stanley Street, Southsea, Hants, PO5 2DS",Fry & Kent Limited,CS,20/07/2009,20500
177508913410,"2, Baileys Road, Southsea, Hants, PO5 1EA",Fsl Automotive Ltd,CW3,01/06/2018,5200
177506947110,"Scope Leasing, Robinson Way, Portsmouth, PO3 5SA",Ftvl (Leasing) Limited,IF3,01/04/2019,56000
177504944710,"Ground Floor, 128, London Road, Portsmouth, PO2 9DE",Fuego'S Portsmouth Ltd,CR,18/02/2020,12000
177512300710,"9-11, Highland Road, Southsea, Portsmouth, PO4 9DA",Fuei Limited,CL,01/04/2018,14500
177511662810,"Building 16, Trafalgar Wharf, Hamilton Road, Portsmouth, PO6 4PX",Fugro Gb Marine Ltd,CO,28/09/2009,132000
177508297110,"F2, Railway Triangle, Walton Road, Portsmouth, PO6 1TG",Fulcrum Manufacturing Ltd,CW,10/10/2017,15000
177500475710,"Still & West, 2, Bath Square, Portsmouth, PO1 2JL",Fuller Smith & Turner Plc,CL,01/04/2009,132000
177509684610,"41-47, Albert Road, Southsea, Hants, PO5 2SQ",Fuller Smith & Turner Plc,CL,07/07/2005,123000
177504934310,"24, London Road, Portsmouth, PO2 0LN",Funeral Partners Ltd,CS,01/04/2016,13750
177509879710,"S49, Central Building, Gunwharf Quays, Portsmouth, PO1 3TU",Furla Uk Ltd,CS,09/10/2017,50000
177500127510,"Furneaux Riddall & Co, Alchorne Place, Portsmouth, PO3 5PA",Furneaux Riddall & Co Ltd,IF3,01/04/1990,38250
177511476110,"Units 1-8, The Pyramid Centre, Airport Service Road, Portsmouth, PO3 5SH",Futuremost Ltd,IF3,01/03/2009,74000
177502817810,"5, Festing Road, Southsea, Hants, PO4 0NG",G &  M Products (Uk) Ltd,CS,15/02/2013,9400
177503824810,"105b, High Street, Cosham, Portsmouth, PO6 3BB",G &  M Products (Uk) Ltd,CS,07/04/2005,14250
177504410910,"90, Kingston Crescent, Portsmouth, PO2 8AL",G &  M Products (Uk) Ltd,CS,01/10/2003,11750
177505372410,"49, Marmion Road, Southsea, Hants, PO5 2AT",G Heke Ltd,CR,11/12/2006,12250
177502055610,"8, Derby Road, Portsmouth, PO2 8HS",G N 11 Ltd,CS6,21/09/2015,19250
177501683010,"157-161, Copnor Road, Portsmouth, PO3 5BS",G T Hewett & Son Ltd,CG3,01/04/1990,20250
177501756710,"20-24, Copythorn Road, Portsmouth, PO2 0EB",G T Hewett & Son Ltd,IF3,01/04/1990,11250
177501153910,"2, Charlotte Street, Portsmouth, PO1 4AJ",G&S Jewellers Ltd,CS,01/04/2010,6700
177511427610,"81, Kingston Crescent, Portsmouth, PO2 8AA",Gadgets 4u Portsmouth Ltd,CS,01/07/2020,4700
177501617910,"203, Commercial Road, Portsmouth, PO1 4BJ",Galaxy Gifts Ltd,CS,01/12/2016,30500
177503832410,"Basement Store, 16, High Street, Portsmouth, PO1 2LP",Game Over Museum Ltd,IF3,02/03/2015,2000
177500314510,"34, Arundel Street, Portsmouth, PO1 1NL",Games Workshop Ltd,CS,01/04/1992,19500
177505351410,"The Port House, Marina Keep, Portsmouth, PO6 4TH",Gamma Business Communications Ltd,CO,01/10/2015,83500
177504427610,"139, Kingston Road, Portsmouth, PO2 7EB",Gandhi Pompey Ltd,CR,01/10/2021,15000
177508434410,"20, Wayte Street, Portsmouth, PO6 3BS",Gandhi Takeaway Ltd,CS,21/06/2013,5500
177509880410,"S65, Central Building, Gunwharf Quays, Portsmouth, PO1 3TU",Gant Uk Ltd,CS,24/10/2009,96000
177508171310,"9, Victoria Road South, Southsea, Hants, PO5 2SP",Garage Lounge Southsea Ltd,CS,01/10/2021,13500
177500079010,"11-13, Albert Road, Southsea, Hants, PO5 2SE",Garbo'S Hair Ltd,CS,01/04/2010,19000
177505984420,"Unit B & C1, Oak Park Industrial Estate, Northarbour Road, Portsmouth, PO6 3TJ",Gardiner Graphics Group Ltd,CW,26/07/2004,88000
177590118610,"Atc Engineering, Unit C1 Oak Park Industrial Estate, Northarbour Road, Portsmouth, PO6 3TJ",Gardiner Graphics Group Ltd,CW,10/05/2010,25500
177508295510,"Garnead Burras Ltd, Walton Road, Portsmouth, PO6 1UJ",Garnead Ltd,CG1,06/10/2007,34500
177511901010,"Unit 3c, Voyager Park, Portfield Road, Portsmouth, PO3 5FN",Garnead Ltd,CW1,11/06/2012,26750
177512268910,"3rd Flr Atlantic House, 114, Kingston Crescent, Portsmouth, PO2 8AL",Garner Wood Limited,CO,01/04/2015,12000
177512435510,"Basement Store 3, Atlantic House, 114, Kingston Crescent, PO2 8AL",Garner Wood Limited,CW3,01/04/2015,1125
177512436010,"Car Parking Spaces, 7-12 Atlantic House, 114, Kingston Crescent, PO2 8AL",Garner Wood Limited,CP1,01/04/2015,1800
177511641546,"Office 44, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",Gas & Electrical Training Ltd,CO,05/04/2016,2550
177503812110,"7, High Street, Cosham, Portsmouth, PO6 3EJ",Gate Portfolio Limited,CS,28/08/2019,20750
177504151810,"First Floor, 2, Isambard Brunel Road, Portsmouth, PO1 2DU",Gateway Global Education Ltd,CO,29/04/2016,12500
177504151910,"Second Floor, 2, Isambard Brunel Road, Portsmouth, PO1 2DU",Gateway Global Education Ltd,CO,29/04/2016,7300
177506056410,"Ground & First Floor, C1 Cumberland Business Centre, Northumberland Road, Southsea, Hants, PO5 1DS",Gattica Ltd,CO,22/08/2017,13000
177510163510,"Suite 302, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Gbs Immigration Uk Ltd,CO,01/12/2017,5200
177506222211,"52, Osborne Road, Southsea, Hants, PO5 3LU",Gd3 Property Ltd,CS,16/10/2013,12250
177509060610,"Gemma Lighting, Marshlands Spur, Portsmouth, PO6 1TL",Gemma Lighting Ltd,IF,01/04/2010,57000
177502879210,"Unit 8b, Fitzherbert Spur, Portsmouth, PO6 1TT",General All Purpose Plastics Limited,CW,22/02/2018,21000
177501630410,"6, Sovereign Gate, Commercial Road, Portsmouth, PO1 4BT",Genius Payroll Limited,CO,20/07/2015,13500
177503446410,"16a, Hamilton Road, Portsmouth, PO6 4QE",Geo M&E Ltd,CW2,01/10/2020,7900
177590004510,"The Old Customs House, Vernon Building, Gunwharf Quays, Portsmouth, PO1 3TY",George Gale & Co Ltd,CL,12/02/2001,210000
177509798410,"Unit F, Highgrove Industrial Park, Quartremaine Road, Portsmouth, PO3 5QQ",Georgecarsales Ltd,CW,29/06/2016,8900
177505624910,"201, Milton Road, Southsea, Hants, PO4 8PH",Georgina Chambers Studios Ltd,CS,17/05/2019,4850
177505625710,"219, Milton Road, Southsea, Hants, PO4 8PH",Georgina Chambers Wedding Makeup Ltd,CS3,17/05/2019,2850
177510180410,"Unit 3.6, Central Point, Kirpal Road, Portsmouth, PO3 6FH",German Swedish & French Car Parts Ltd,IF3,28/10/2005,17750
177504155410,"5, Mountbatten Business Park, Jackson Close, Portsmouth, PO6 1UH",Getir Uk Limited,CW,30/07/2021,20500
177510780912,"Unit 10 Explorer, Voyager Park, Portfield Road, Portsmouth, PO3 5FL",Getir Uk Limited,CW,20/08/2021,21750
177509875310,"S26, North Promenade Building, Gunwharf Quays, Portsmouth, PO1 3TR",Ghost Retail Ltd,CS,20/04/2021,92000
177500314710,"36-38, Arundel Street, Portsmouth, PO1 1RT",Gi Group Recruitment Ltd,CS,01/04/2020,24250
177511448411,"Advertising Right, Lamppost 1242/01, Fitzherbert Road, Portsmouth, Hants, PO6 1R",Gibbs & Dandy Ltd,CA,01/10/2012,380
177502882610,"42, Flathouse Road, Portsmouth, PO1 4QP",Gifts Direct 2 U Ltd,CW,24/06/2017,29250
177502373110,"Ground Floor, 181, Eastney Road, Southsea, Hants, PO4 8EA",Gilbert'S Confectioners Limited,CS,25/02/2019,4800
177505809810,"The New Roebuck, 76, New Road, Portsmouth, PO2 7RF",Gillett'S (Callington) Limited,CS,01/05/2017,12750
177506217310,"29, Osborne Road, Southsea, Hants, PO5 3LR",Gillett'S (Callington) Limited,CS,01/05/2017,12250
177511947020,"29, Devonshire Avenue, Southsea, PO4 9EA",Gillett'S (Callington) Limited,CS,01/05/2017,9800
177509881410,"S54, East Building, Gunwharf Quays, Portsmouth, PO1 3TX",Giorgio Armani Retail S.R.L.,CS,15/07/2016,110000
177501117510,"Portsmouth High School, Science Block, Cecil Grove, Southsea, Hants, PO5 3BT",Girls Public Day School Trust,EP,01/04/1990,46000
177504276710,"Portsmouth High School For Girls, 25, Kent Road, Southsea, Hants, PO5 3EQ",Girls Public Day School Trust,EP,01/04/1990,224000
177504287310,"1, Kent Road, Southsea, Hants, PO5 3EG",Giuseppe'S Italiano Ltd,CR1,01/11/2019,13250
177500059210,"Factory 1, Airport Service Road, Portsmouth, PO3 5PE",Gkn Aerospace Services Ltd,IF,21/09/2018,457500
177508296510,"A9, Railway Triangle, Walton Road, Portsmouth, Hants, PO6 1TN",Glasgow City Council,CW,13/05/2021,33000
177508296710,"A7, Railway Triangle, Walton Road, Portsmouth, PO6 1TN",Glasgow City Council,IF3,01/11/2021,39000
177508297510,"F8, Railway Triangle, Walton Road, Portsmouth, PO6 1TG",Glasgow City Council,CW,15/12/2021,16500
177508300210,"Lettings Office, Railway Triangle, Walton Road, Portsmouth, PO6 1TG",Glasgow City Council,CO,28/08/2015,5700
177512027510,"A12 - A13, Railway Triangle, Walton Road, Portsmouth, Hants, PO6 1TN",Glasgow City Council,CW,26/10/2021,73000
177507274510,"Unit 22, Challenge Enterprise Centre, Sharps Close, Portsmouth, PO3 5RJ",Glebe Park Projects Limited,IF3,01/05/2016,5800
177502880910,"Unit 1, Applied House, Fitzherbert Spur, Portsmouth, PO6 1TT",Global Orthopaedics Ltd,IF3,03/12/2009,48500
177511611310,"Unit 205 Central Wing 2nd Flr , 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Go Car Credit Limited,CO,01/07/2019,44500
177501612510,"99, Commercial Road, Portsmouth, PO1 1BQ",Go Tech Portsmouth Ltd,CS,01/06/2019,30750
177512190610,"2nd Floor, R/O 119 , Winter Road, Southsea, Hants, PO4 8DS",Golden Moments Worldwide Ltd,CO+,15/09/2015,3000
177512116810,"S1, Stage 2 Business Centre, Dundas Lane, Portsmouth, PO3 5ND",Golden Years Caring At Home Ltd,CO,11/12/2017,1850
177504448110,"33, Kingston Road, Portsmouth, PO2 7DP",Good Food House Portsmouth Ltd,CR,18/07/2017,10000
177507692310,"45, Stubbington Avenue, Portsmouth, PO2 0HP",Good Manors Day Nurseries Limited,EN1,10/01/2015,20750
177590002610,"Sultan Jetty, Priory Road, Gosport, Hants, PO12 4LQ",Gosport Boat Yard Ltd,NT1,01/04/1990,4950
177511939110,"Units 10 & 11, Victory Trading Estate , Kiln Road, Portsmouth, PO3 5LP",Gosport Metal Treatments Ltd,CW,01/10/2010,53500
177508728610,"Crown House, Winston Churchill Avenue, Portsmouth, PO1 2EB",Government Property Agency (Gpa),CO,30/05/2020,53500
177501435510,"19, Clarendon Road, Southsea, Hants, PO5 2ED",Gowers Dental Surgery Ltd,MH,01/04/2010,15750
177508957510,"Unit 55, Cascades, Portsmouth, PO1 4RJ",Goyoo Infinity Ltd,CS,06/05/2021,35500
177504156210,"3, Eastern Industrial Centre, Jackson Close, Portsmouth, PO6 1QW",Gps Agencies Limited,IF,25/03/2019,17000
177509882010,"S66, East Building, Gunwharf Quays, Portsmouth, PO1 3TX",Graeme Ellisdon Limited T/A Osprey,CS,23/08/2021,68000
177590004110,"S03b, Nelson Building, Gunwharf Quays, Portsmouth, PO1 3TN",Graeme Ellisdon Ltd,CS,14/04/2009,85000
177500956310,"Buildbase, Burrfields Road, Portsmouth, Hants, PO3 5NB",Grafton Merchanting Gb Ltd,IX,01/06/2001,195000
177505800510,"Unit C6, Nevil Shute Road, Portsmouth, PO3 5RX",Graham Group Plc,CW,29/05/2010,26250
177503232910,"Ground Floor, 14, Granada Road, Southsea, Hants, PO4 0RH",Granada Takeaway Ltd,CS,01/07/2021,5100
177508999710,"Royal Marines Museum, Eastney Barracks, Gunners Row, Southsea, Hants, PO4 9PP",Grand Hotel Excelsior International Limited,EM1,25/11/2020,167000
177501625810,"Third Floor, 137-145, Commercial Road, Portsmouth, PO1 1DD",Gravitas Holdings Pcc Ltd,CL2,07/08/2013,31750
177506197210,"18, Ordnance Row, Portsmouth, PO1 3DN",Green Mango Limited,CO,12/01/2016,5800
177503814110,"27a, High Street, Cosham, Portsmouth, PO6 3BT",Green Shed Ltd,CS,05/10/2021,20750
177511641525,"Office 19, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",Green Square Building Services Ltd,CO,12/03/2021,650
177500104410,"Bold Forester, 177, Albert Road, Southsea, Hants, PO4 0JW",Greene King Brewing & Retailing Ltd,CL,01/11/2004,46800
177501691110,"The Star & Garter, 230, Copnor Road, Portsmouth, PO3 5DB",Greene King Brewing & Retailing Ltd,CL,01/11/2004,61500
177501707710,"The Golden Hind, 384, Copnor Road, Portsmouth, PO3 5EN",Greene King Brewing & Retailing Ltd,CL,01/11/2004,60500
177502279210,"The Good Companion, 2, Eastern Road, Portsmouth, PO3 6ES",Greene King Brewing & Retailing Ltd,CL,01/11/2004,67000
177502833710,"Festing Hotel, 1a, Festing Road, Southsea, Hants, PO4 0NG",Greene King Brewing & Retailing Ltd,CL,01/11/2004,48600
177503478510,"The Ship Anson, 9-10, The Hard, Portsmouth, PO1 3DT",Greene King Brewing & Retailing Ltd,CL,01/11/2004,125500
177504975710,"Green Posts-Public House, 371, London Road, Portsmouth, PO2 9HJ",Greene King Brewing & Retailing Ltd,CL,01/11/2004,82000
177506569410,"Portsbridge Hotel, Portsmouth Road, Portsmouth, PO6 2SJ",Greene King Brewing & Retailing Ltd,CL,01/11/2004,41000
177507821510,"127, Tangier Road, Portsmouth, PO3 6PD",Greene King Brewing & Retailing Ltd,CL,01/11/2004,61000
177590022210,"Spice Island Inn, 1, Bath Square, Portsmouth, PO1 2JL",Greene King Brewing & Retailing Ltd,CL,01/11/2004,87250
177590024410,"The Manor House, 43, Court Lane, Portsmouth, PO6 2LJ",Greene King Brewing & Retailing Ltd,CL,01/11/2004,76500
177500959610,"The Farmhouse, Burrfields Road, Portsmouth, PO3 5HH",Greene King Brewing And Retailing Limited,CH,01/07/2021,385500
177500166010,"179, Allaway Avenue, Portsmouth, PO6 4HG",Greggs Plc,CS,01/04/2020,6700
177501614610,"120, Commercial Road, Portsmouth, PO1 1EJ",Greggs Plc,CS,01/04/2020,49000
177501620210,"240, Commercial Road, Portsmouth, PO1 1HG",Greggs Plc,CS,01/04/2020,52000
177501884510,"13, Crasswell Street, Portsmouth, PO1 1HA",Greggs Plc,CS,01/04/2020,16500
177503813310,"18, High Street, Cosham, Portsmouth, PO6 3BZ",Greggs Plc,CS,01/04/2020,14500
177504939110,"78, London Road, Portsmouth, PO2 0LN",Greggs Plc,CS,01/04/2020,17000
177505051010,"4, Charter House, Lord Montgomery Way, Portsmouth, PO1 2SB",Greggs Plc,CS,01/04/2020,11750
177506317610,"15, Palmerston Road, Southsea, PO5 3QQ",Greggs Plc,CS,01/04/2020,30000
177510203810,"The Lodge, Ameiva Point, 4, Quartremaine Road, Portsmouth, PO3 5QP",Greggs Plc,CS,01/04/2020,10500
177509050110,"6, Saunders House, Leith Avenue, Portsmouth, PO6 4NY",Grill House Po6 Ltd,CS,06/03/2020,7900
177511641533,"Office 28, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",Gristwood & Toms Limited,CO,05/04/2016,1000
177511641534,"Office 29, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",Gristwood & Toms Limited,CO,05/04/2016,1000
177503566310,"Ground Floor, 165, Havant Road, Portsmouth, PO6 1EE",Groovy Restaurant Limited,CR,04/12/2017,29750
177510082510,"Unit R19 & L05, Central Square South Bdg, Gunwharf Quays, Portsmouth, PO1 3TW",Grosvenor Casinos Ltd,LX,29/10/2003,350000
177510583310,"12, Victory Business Centre, Somers Road North, Southsea, PO1 1PJ",Gti Computers (Portsmouth) Ltd,CW3,01/04/2018,6100
177512321810,"S14, South Promenade Building, Gunwharf Quays, Portsmouth, PO1 3TP",Guess Uk Ltd,CS,01/06/2016,114000
177508601410,"70, Widley Road, Portsmouth, PO2 8PW",Guest Developments Ltd,CW3,01/04/2003,4950
177503396510,"First Floor 5-9, Hippodrome House, Guildhall Walk, Portsmouth, PO1 2RY",Guildhall Walk Limited,CO,27/03/2020,52500
177511407510,"2nd Floor, Hippodrome House, 5-9, Guildhall Walk, Portsmouth, PO1 2RL",Guildhall Walk Limited,CO,27/03/2020,72500
177511407610,"3rd Floor, Hippodrome House, 5-9, Guildhall Walk, Portsmouth, PO1 2RX",Guildhall Walk Limited,CO,27/03/2020,67500
177509211410,"5, St Georges Business Centre, St Georges Square, Portsmouth, PO1 3EY",Gully Howard Technical Ltd,CO,31/07/2006,17000
177510659710,"4, St Georges Business Centre, St Georges Square, Portsmouth, PO1 3EY",Gully Howard Technical Ltd,CO,15/04/2016,24000
177509797510,"Unit 35, Enterprise Centre, Quartremaine Road, Portsmouth, PO3 5QT",Gun Pro Ltd,IF3,01/05/2018,3400
177509876110,"S82, North Promenade Building, Gunwharf Quays, Portsmouth, PO1 3TR",Gunwharf News Ltd,CS,19/08/2013,27500
177503405320,"Security Office, South Gate, Gunwharf Road, Portsmouth, PO1 2LD",Gunwharf Quays Ltd,CO,01/04/2015,1000
177509788510,"20-21, Railway Arches, Ordnance Row, Portsmouth, PO1 3ET",Gunwharf Quays Ltd,CW3,07/03/2001,5700
177509872810,"Suite 1, Boyd Suite, Gunwharf Quays, Portsmouth, PO1 3AG",Gunwharf Quays Ltd,CO,15/01/2017,24750
177509872920,"Suite 2, Boyd Offices, Gunwharf Quays, Portsmouth, PO1 3AG",Gunwharf Quays Ltd,CO,10/06/2016,12000
177509873010,"Suite 3, Boyd Suite, Gunwharf Quays, Portsmouth, PO1 3AG",Gunwharf Quays Ltd,CO,06/11/2017,25000
177509874010,"Suite 5, Vernon Suite, Gunwharf Quays, Portsmouth, PO1 3TP",Gunwharf Quays Ltd,LX,12/01/2019,44500
177509876610,"Conveniences, North Building, Gunwharf Quays, Portsmouth, ",Gunwharf Quays Ltd,MX,28/02/2001,0
177509877910,"Rawlings Suite, North Building, Gunwharf Quays, Portsmouth, PO1 3TT",Gunwharf Quays Ltd,CO,02/07/2019,38750
177509887110,"Central Management Suite, Gunwharf Quays, Portsmouth, PO1 3TZ",Gunwharf Quays Ltd,CO,18/12/2000,75000
177509887111T,"Centre Management Suite, Gunwharf Quays, Portsmouth, PO1 3TZ",Gunwharf Quays Ltd,CO,01/04/2015,1175
